original_index,review_title,rating,aspect,sentiment,sentiment_phrase,full_review,publishedDate,placeInfo/addressObj/city,placeInfo/addressObj/state,placeInfo/addressObj/country
106,Avoid at all costs. Random extra charges and rude staff,1,cleanliness,positive,"the room was fine, clean etc.","I always thought of the Hilton as a high quality hotel, so this experience was quite a shock to the system.

It started badly when we turned up and the lobby looked like a building site, with chipboard walls and temporary fencing, threadbare carpets and scarily wobbly lifts.

Once we got up to the main reception it looked a lot nicer, as long as you don't count the reception woman, whose expression consistently suggested she thought we were the scum of the earth and that we were completely wasting her time turning up at the check in desk to, well, you know, check in.

This was when we discovered the 'Resort Charges'. Which basically means they are going to charge you an extra $30 per day for... absolutely nothing at all. We spent quite a lot of time asking her to explain exactly what this was, but she just kept repeating the same garbled, circular nonsense - which makes sense in a way, because it is at the end of the day a charge for nothing.

You pay this charge and then they give you $30 'credit' to use at the hotel, in their overpriced shop or overpriced bar. If you use slightly under $30 then you forfeit the rest. If you use anything over the $30 then you're paying them even more than you needed.

I know the States is already famous for being ruthlessly corporate and trying to squeeze every last cent out of a person, but it blows my mind that they can levy this compulsory charge and call it a 'resort charge' as if that explains anything at all. 

The room was fine, clean etc. Nothing special. The view was very nice - I will give it that.

My final complaint is that when we went to check out, we discovered that sour faced lady had charged our room upgrade at $200 per night, even though she had told us it was $100. Our shock was clearly palpable because the (much nicer) male receptionist who checked us out, reduced it back down. But it did give us the sense that the upgrade costs are made at the whim of the staff member and may vary depending on how much they like you. Who knows? Couldn't get a straight answer about that either.

And when we did finally get the bill it was more confusing then a cryptic crossword, with hundreds of tiny entries for variously obfuscated charges and taxes, making it basically impossible to work out if the amount was right, because you'd have to sit there for an hour with a professional accountant to make sense of it. I have no idea whether that is just part of the US's 'fascinating' tax system or whether it was unique to the Hilton, but it was certainly not welcome.

So no, I do not recommend staying at the Hilton New York Times Square,",2024-11-04,New York City,NY,United States
107,Lovely stay at West 42nd Street,4,amenities,positive,"the room was very spacious, very comfortable bed, huge tv, great fridge, safe, hairdryer,etc.","We booked this hotel many months ago. I was concerned when I read all the negative reviews that appeared on Trip Advisor over the past few months. We didnt have to worry, however, as we had a very good experience of the hotel.
We stayed for 6 nights. 
The hotel is located right beside the Port Authority Subway station, making it so easy to access everywhere you would like to go. We walked a lot, as we never seemed to be too far from anywhere.
The 42nd Street entrance was located in a very busy spot on Times Square, there  was people trying to sell you bus trip tickets every time you walked out the door. The 41st entrance was much quieter, so it was a better option.
The room was very spacious, very comfortable bed, huge TV, great fridge, safe, hairdryer,etc. We had a City View King Bed on the 25th floor and we loved the view from our window.
The room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.
The only gripe we had was the $35 Resort Fee. It felt like a scam,  I thought it was unnecessary. You had to go to the market in the hotel to spend the voucher  every day. The pricing in the market was confusing, written in very small writing, sometimes not at all, and with tax added, it was hard to get your total to $35. Everything was deliberately overpriced. Note to Hilton, if there was no Resort Fee, we would have chosen to have breakfast in the Hotel and bought some drinks at the bar, so overall, you would have benefitted more. 
We really did enjoy our stay here, as the room was lovely, really quiet and spacious and the Hotel was centrally located, right beside the subway.",2024-11-02,New York City,NY,United States
107,Lovely stay at West 42nd Street,4,amenities,positive,"the room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.","We booked this hotel many months ago. I was concerned when I read all the negative reviews that appeared on Trip Advisor over the past few months. We didnt have to worry, however, as we had a very good experience of the hotel.
We stayed for 6 nights. 
The hotel is located right beside the Port Authority Subway station, making it so easy to access everywhere you would like to go. We walked a lot, as we never seemed to be too far from anywhere.
The 42nd Street entrance was located in a very busy spot on Times Square, there  was people trying to sell you bus trip tickets every time you walked out the door. The 41st entrance was much quieter, so it was a better option.
The room was very spacious, very comfortable bed, huge TV, great fridge, safe, hairdryer,etc. We had a City View King Bed on the 25th floor and we loved the view from our window.
The room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.
The only gripe we had was the $35 Resort Fee. It felt like a scam,  I thought it was unnecessary. You had to go to the market in the hotel to spend the voucher  every day. The pricing in the market was confusing, written in very small writing, sometimes not at all, and with tax added, it was hard to get your total to $35. Everything was deliberately overpriced. Note to Hilton, if there was no Resort Fee, we would have chosen to have breakfast in the Hotel and bought some drinks at the bar, so overall, you would have benefitted more. 
We really did enjoy our stay here, as the room was lovely, really quiet and spacious and the Hotel was centrally located, right beside the subway.",2024-11-02,New York City,NY,United States
107,Lovely stay at West 42nd Street,4,amenities,positive,"we really did enjoy our stay here, as the room was lovely, really quiet and spacious and the hotel was centrally located, right beside the subway.","We booked this hotel many months ago. I was concerned when I read all the negative reviews that appeared on Trip Advisor over the past few months. We didnt have to worry, however, as we had a very good experience of the hotel.
We stayed for 6 nights. 
The hotel is located right beside the Port Authority Subway station, making it so easy to access everywhere you would like to go. We walked a lot, as we never seemed to be too far from anywhere.
The 42nd Street entrance was located in a very busy spot on Times Square, there  was people trying to sell you bus trip tickets every time you walked out the door. The 41st entrance was much quieter, so it was a better option.
The room was very spacious, very comfortable bed, huge TV, great fridge, safe, hairdryer,etc. We had a City View King Bed on the 25th floor and we loved the view from our window.
The room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.
The only gripe we had was the $35 Resort Fee. It felt like a scam,  I thought it was unnecessary. You had to go to the market in the hotel to spend the voucher  every day. The pricing in the market was confusing, written in very small writing, sometimes not at all, and with tax added, it was hard to get your total to $35. Everything was deliberately overpriced. Note to Hilton, if there was no Resort Fee, we would have chosen to have breakfast in the Hotel and bought some drinks at the bar, so overall, you would have benefitted more. 
We really did enjoy our stay here, as the room was lovely, really quiet and spacious and the Hotel was centrally located, right beside the subway.",2024-11-02,New York City,NY,United States
107,Lovely stay at West 42nd Street,4,service,positive,"the room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.","We booked this hotel many months ago. I was concerned when I read all the negative reviews that appeared on Trip Advisor over the past few months. We didnt have to worry, however, as we had a very good experience of the hotel.
We stayed for 6 nights. 
The hotel is located right beside the Port Authority Subway station, making it so easy to access everywhere you would like to go. We walked a lot, as we never seemed to be too far from anywhere.
The 42nd Street entrance was located in a very busy spot on Times Square, there  was people trying to sell you bus trip tickets every time you walked out the door. The 41st entrance was much quieter, so it was a better option.
The room was very spacious, very comfortable bed, huge TV, great fridge, safe, hairdryer,etc. We had a City View King Bed on the 25th floor and we loved the view from our window.
The room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.
The only gripe we had was the $35 Resort Fee. It felt like a scam,  I thought it was unnecessary. You had to go to the market in the hotel to spend the voucher  every day. The pricing in the market was confusing, written in very small writing, sometimes not at all, and with tax added, it was hard to get your total to $35. Everything was deliberately overpriced. Note to Hilton, if there was no Resort Fee, we would have chosen to have breakfast in the Hotel and bought some drinks at the bar, so overall, you would have benefitted more. 
We really did enjoy our stay here, as the room was lovely, really quiet and spacious and the Hotel was centrally located, right beside the subway.",2024-11-02,New York City,NY,United States
107,Lovely stay at West 42nd Street,4,attractions,positive,"we really did enjoy our stay here, as the room was lovely, really quiet and spacious and the hotel was centrally located, right beside the subway.","We booked this hotel many months ago. I was concerned when I read all the negative reviews that appeared on Trip Advisor over the past few months. We didnt have to worry, however, as we had a very good experience of the hotel.
We stayed for 6 nights. 
The hotel is located right beside the Port Authority Subway station, making it so easy to access everywhere you would like to go. We walked a lot, as we never seemed to be too far from anywhere.
The 42nd Street entrance was located in a very busy spot on Times Square, there  was people trying to sell you bus trip tickets every time you walked out the door. The 41st entrance was much quieter, so it was a better option.
The room was very spacious, very comfortable bed, huge TV, great fridge, safe, hairdryer,etc. We had a City View King Bed on the 25th floor and we loved the view from our window.
The room was cleaned every day, the cleaning staff were so friendly when we met them.in the corridor.
The only gripe we had was the $35 Resort Fee. It felt like a scam,  I thought it was unnecessary. You had to go to the market in the hotel to spend the voucher  every day. The pricing in the market was confusing, written in very small writing, sometimes not at all, and with tax added, it was hard to get your total to $35. Everything was deliberately overpriced. Note to Hilton, if there was no Resort Fee, we would have chosen to have breakfast in the Hotel and bought some drinks at the bar, so overall, you would have benefitted more. 
We really did enjoy our stay here, as the room was lovely, really quiet and spacious and the Hotel was centrally located, right beside the subway.",2024-11-02,New York City,NY,United States
108,Perfect location and views,4,attractions,positive,this hotel has a perfect location and amazing views.,"This hotel has a perfect location and amazing views. We would say it was the best hotel we stayed in NY, of course  taking into account the NY standards… I was a bit sceptical reading some of the reviews here but our experience was very good. 
The reception was very nice, modern and inviting for a drink. The staff at the reception were very nice and accommodative. 
The room - we booked a deluxe room high floor - was big for NY standards, with an amazing view at the Empire State Building. We enjoyed the view very much. It was worth to pay a bit extra. 
The credit we got as gold members was enough to buy a basic breakfast at the hotel store or to have a couple of drinks in the evening at the hotel bar. The store is very expensive as said by many in reviews.  I would definitely not bother to have a buffet breakfast for 60 USD/person in the hotel as there are plenty of opportunities to have an eat well around the hotel. 
 
Thanks to the reviews, the fee of 5 USD per item to store the luggage did not come as surprise. Never experienced this at any other hotel but be it. 

Overall, we were happy with our stay and would probably stay again in this hotel when in NYC. T",2024-11-02,New York City,NY,United States
108,Perfect location and views,4,service,positive,"the reception was very nice, modern and inviting for a drink.","This hotel has a perfect location and amazing views. We would say it was the best hotel we stayed in NY, of course  taking into account the NY standards… I was a bit sceptical reading some of the reviews here but our experience was very good. 
The reception was very nice, modern and inviting for a drink. The staff at the reception were very nice and accommodative. 
The room - we booked a deluxe room high floor - was big for NY standards, with an amazing view at the Empire State Building. We enjoyed the view very much. It was worth to pay a bit extra. 
The credit we got as gold members was enough to buy a basic breakfast at the hotel store or to have a couple of drinks in the evening at the hotel bar. The store is very expensive as said by many in reviews.  I would definitely not bother to have a buffet breakfast for 60 USD/person in the hotel as there are plenty of opportunities to have an eat well around the hotel. 
 
Thanks to the reviews, the fee of 5 USD per item to store the luggage did not come as surprise. Never experienced this at any other hotel but be it. 

Overall, we were happy with our stay and would probably stay again in this hotel when in NYC. T",2024-11-02,New York City,NY,United States
108,Perfect location and views,4,service,positive,the staff at the reception were very nice and accommodative.,"This hotel has a perfect location and amazing views. We would say it was the best hotel we stayed in NY, of course  taking into account the NY standards… I was a bit sceptical reading some of the reviews here but our experience was very good. 
The reception was very nice, modern and inviting for a drink. The staff at the reception were very nice and accommodative. 
The room - we booked a deluxe room high floor - was big for NY standards, with an amazing view at the Empire State Building. We enjoyed the view very much. It was worth to pay a bit extra. 
The credit we got as gold members was enough to buy a basic breakfast at the hotel store or to have a couple of drinks in the evening at the hotel bar. The store is very expensive as said by many in reviews.  I would definitely not bother to have a buffet breakfast for 60 USD/person in the hotel as there are plenty of opportunities to have an eat well around the hotel. 
 
Thanks to the reviews, the fee of 5 USD per item to store the luggage did not come as surprise. Never experienced this at any other hotel but be it. 

Overall, we were happy with our stay and would probably stay again in this hotel when in NYC. T",2024-11-02,New York City,NY,United States
108,Perfect location and views,4,amenities,positive,"the room - we booked a deluxe room high floor - was big for ny standards, with an amazing view at the empire state building.","This hotel has a perfect location and amazing views. We would say it was the best hotel we stayed in NY, of course  taking into account the NY standards… I was a bit sceptical reading some of the reviews here but our experience was very good. 
The reception was very nice, modern and inviting for a drink. The staff at the reception were very nice and accommodative. 
The room - we booked a deluxe room high floor - was big for NY standards, with an amazing view at the Empire State Building. We enjoyed the view very much. It was worth to pay a bit extra. 
The credit we got as gold members was enough to buy a basic breakfast at the hotel store or to have a couple of drinks in the evening at the hotel bar. The store is very expensive as said by many in reviews.  I would definitely not bother to have a buffet breakfast for 60 USD/person in the hotel as there are plenty of opportunities to have an eat well around the hotel. 
 
Thanks to the reviews, the fee of 5 USD per item to store the luggage did not come as surprise. Never experienced this at any other hotel but be it. 

Overall, we were happy with our stay and would probably stay again in this hotel when in NYC. T",2024-11-02,New York City,NY,United States
111,"Kenny C., guest services Was amazing",5,service,positive,the hotel staff was also accommodating and friendly.,"Kenny C made us feel so welcome. He always had a smile on his face. He took care of our family. 
The cultural experience at the Hilton Times Square left us with many stories and great memories. The hotel facilities and room services are exceptional. The hotel staff was also accommodating and friendly.",2024-10-24,New York City,NY,United States
113,Hilton New York Times Square simply can't be beat!,5,amenities,positive,"the room was spacious and well-appointed, equipped with modern conveniences and technology.","Rarely does a hotel ceck all the important boxes: 1. Location 2. Security 3. Cleanlihess 4. Price and 5. Amenities...but the Hilton New York Times Square checked them all - and then some! This was my first time staying at this location but it won't be my last. The location alone makes it a 10:10 in my book - it's within easy walking distance of SO many things - the subway is just outside the front entrance, my favorite restaurants are blocks away and Target is literally across the street! Running across to stock up on snacks, beverages and essentials that I left at home was super easy and convenient. 
    I was traveling solo for a work event, so security was also at the top of my list of needs. Upon arrival, was greeted by a team of hotel security who told me I'd need to take the elevator up several floors to reach the main lobby. I loved the fact that strangers can't wander into a ground-floor lobby. Upon arriving at the lobby, I was asked for ID by efficient check-in personnel. Getting to my floor by scanning my room card was another plus that I appreciated. Throughout my stay, I felt safe and secure with the knowledge that the hotel followed all security protocols. 
   As for the hotel room, I was pleasantly surprised to find one in which I could actually walk around! The room was spacious and well-appointed, equipped with modern conveniences and technology. The adjacent bathroom was spacious and spotlessly clean. This is not something I've experienced at all NYC hotels, even those with recognizable names. 
   Each day as I left the hotel, security officials o the ground floor were interested in where I was going (something that made me feel secure, knowing others kinew of my plans) and quick to offer suggestions on nearby restaurants and transportation. I simply can't say enough good things about hotel staff, especially the men working in this area. 
  Overall, the Hilton New York Times Square is simply the BEST place to stay in NYC if walking to ""almost everything"" is a priority, along with safety. I will be back in Jan. 2025 and most assuredly, I will be staying at my new favorite NYC hotel!",2024-10-20,New York City,NY,United States
113,Hilton New York Times Square simply can't be beat!,5,amenities,positive,the adjacent bathroom was spacious and spotlessly clean.,"Rarely does a hotel ceck all the important boxes: 1. Location 2. Security 3. Cleanlihess 4. Price and 5. Amenities...but the Hilton New York Times Square checked them all - and then some! This was my first time staying at this location but it won't be my last. The location alone makes it a 10:10 in my book - it's within easy walking distance of SO many things - the subway is just outside the front entrance, my favorite restaurants are blocks away and Target is literally across the street! Running across to stock up on snacks, beverages and essentials that I left at home was super easy and convenient. 
    I was traveling solo for a work event, so security was also at the top of my list of needs. Upon arrival, was greeted by a team of hotel security who told me I'd need to take the elevator up several floors to reach the main lobby. I loved the fact that strangers can't wander into a ground-floor lobby. Upon arriving at the lobby, I was asked for ID by efficient check-in personnel. Getting to my floor by scanning my room card was another plus that I appreciated. Throughout my stay, I felt safe and secure with the knowledge that the hotel followed all security protocols. 
   As for the hotel room, I was pleasantly surprised to find one in which I could actually walk around! The room was spacious and well-appointed, equipped with modern conveniences and technology. The adjacent bathroom was spacious and spotlessly clean. This is not something I've experienced at all NYC hotels, even those with recognizable names. 
   Each day as I left the hotel, security officials o the ground floor were interested in where I was going (something that made me feel secure, knowing others kinew of my plans) and quick to offer suggestions on nearby restaurants and transportation. I simply can't say enough good things about hotel staff, especially the men working in this area. 
  Overall, the Hilton New York Times Square is simply the BEST place to stay in NYC if walking to ""almost everything"" is a priority, along with safety. I will be back in Jan. 2025 and most assuredly, I will be staying at my new favorite NYC hotel!",2024-10-20,New York City,NY,United States
113,Hilton New York Times Square simply can't be beat!,5,cleanliness,positive,the adjacent bathroom was spacious and spotlessly clean.,"Rarely does a hotel ceck all the important boxes: 1. Location 2. Security 3. Cleanlihess 4. Price and 5. Amenities...but the Hilton New York Times Square checked them all - and then some! This was my first time staying at this location but it won't be my last. The location alone makes it a 10:10 in my book - it's within easy walking distance of SO many things - the subway is just outside the front entrance, my favorite restaurants are blocks away and Target is literally across the street! Running across to stock up on snacks, beverages and essentials that I left at home was super easy and convenient. 
    I was traveling solo for a work event, so security was also at the top of my list of needs. Upon arrival, was greeted by a team of hotel security who told me I'd need to take the elevator up several floors to reach the main lobby. I loved the fact that strangers can't wander into a ground-floor lobby. Upon arriving at the lobby, I was asked for ID by efficient check-in personnel. Getting to my floor by scanning my room card was another plus that I appreciated. Throughout my stay, I felt safe and secure with the knowledge that the hotel followed all security protocols. 
   As for the hotel room, I was pleasantly surprised to find one in which I could actually walk around! The room was spacious and well-appointed, equipped with modern conveniences and technology. The adjacent bathroom was spacious and spotlessly clean. This is not something I've experienced at all NYC hotels, even those with recognizable names. 
   Each day as I left the hotel, security officials o the ground floor were interested in where I was going (something that made me feel secure, knowing others kinew of my plans) and quick to offer suggestions on nearby restaurants and transportation. I simply can't say enough good things about hotel staff, especially the men working in this area. 
  Overall, the Hilton New York Times Square is simply the BEST place to stay in NYC if walking to ""almost everything"" is a priority, along with safety. I will be back in Jan. 2025 and most assuredly, I will be staying at my new favorite NYC hotel!",2024-10-20,New York City,NY,United States
113,Hilton New York Times Square simply can't be beat!,5,service,positive,"i simply can't say enough good things about hotel staff, especially the men working in this area.","Rarely does a hotel ceck all the important boxes: 1. Location 2. Security 3. Cleanlihess 4. Price and 5. Amenities...but the Hilton New York Times Square checked them all - and then some! This was my first time staying at this location but it won't be my last. The location alone makes it a 10:10 in my book - it's within easy walking distance of SO many things - the subway is just outside the front entrance, my favorite restaurants are blocks away and Target is literally across the street! Running across to stock up on snacks, beverages and essentials that I left at home was super easy and convenient. 
    I was traveling solo for a work event, so security was also at the top of my list of needs. Upon arrival, was greeted by a team of hotel security who told me I'd need to take the elevator up several floors to reach the main lobby. I loved the fact that strangers can't wander into a ground-floor lobby. Upon arriving at the lobby, I was asked for ID by efficient check-in personnel. Getting to my floor by scanning my room card was another plus that I appreciated. Throughout my stay, I felt safe and secure with the knowledge that the hotel followed all security protocols. 
   As for the hotel room, I was pleasantly surprised to find one in which I could actually walk around! The room was spacious and well-appointed, equipped with modern conveniences and technology. The adjacent bathroom was spacious and spotlessly clean. This is not something I've experienced at all NYC hotels, even those with recognizable names. 
   Each day as I left the hotel, security officials o the ground floor were interested in where I was going (something that made me feel secure, knowing others kinew of my plans) and quick to offer suggestions on nearby restaurants and transportation. I simply can't say enough good things about hotel staff, especially the men working in this area. 
  Overall, the Hilton New York Times Square is simply the BEST place to stay in NYC if walking to ""almost everything"" is a priority, along with safety. I will be back in Jan. 2025 and most assuredly, I will be staying at my new favorite NYC hotel!",2024-10-20,New York City,NY,United States
114,Pricey but Lovely Anniversary Trip,4,amenities,positive,"for example, we had to buy a water bottle and it was $12…
the room itself was great.","My husband and I stayed over this past weekend for our 5 year-wedding anniversary. We’ve been staying at this hotel for years but hadn’t been back since the pandemic, so we were curious to see the changes.
We were pleasantly surprised with the updated lobby, new breakfast buffet and marketplace. While the buffet was kinda pricey all of the food was delicious. On the other hand, the marketplace had lots of options but the prices were insane. For example, we had to buy a water bottle and it was $12…
The room itself was great. Could definitely use a renovation but was clean and comfy. We did have to ask for a bar of soap for the room which confused us a bit.
Upon check out, we wanted to walk around the city for a little while so we asked if we could leave our bags with the bellman. We were told yes, but that it would be $5 per bag…This was crazy as we had never had to do this before. The one bellman also looked over us as we were using the machine to pay for the bags, which was fine. It only became awkward when he explained that we could tip using our card but that they would prefer cash. 
Otherwise, the staff were very friendly and the location of the hotel was great.",2024-10-20,New York City,NY,United States
114,Pricey but Lovely Anniversary Trip,4,cleanliness,positive,could definitely use a renovation but was clean and comfy.,"My husband and I stayed over this past weekend for our 5 year-wedding anniversary. We’ve been staying at this hotel for years but hadn’t been back since the pandemic, so we were curious to see the changes.
We were pleasantly surprised with the updated lobby, new breakfast buffet and marketplace. While the buffet was kinda pricey all of the food was delicious. On the other hand, the marketplace had lots of options but the prices were insane. For example, we had to buy a water bottle and it was $12…
The room itself was great. Could definitely use a renovation but was clean and comfy. We did have to ask for a bar of soap for the room which confused us a bit.
Upon check out, we wanted to walk around the city for a little while so we asked if we could leave our bags with the bellman. We were told yes, but that it would be $5 per bag…This was crazy as we had never had to do this before. The one bellman also looked over us as we were using the machine to pay for the bags, which was fine. It only became awkward when he explained that we could tip using our card but that they would prefer cash. 
Otherwise, the staff were very friendly and the location of the hotel was great.",2024-10-20,New York City,NY,United States
114,Pricey but Lovely Anniversary Trip,4,service,positive,"otherwise, the staff were very friendly and the location of the hotel was great.","My husband and I stayed over this past weekend for our 5 year-wedding anniversary. We’ve been staying at this hotel for years but hadn’t been back since the pandemic, so we were curious to see the changes.
We were pleasantly surprised with the updated lobby, new breakfast buffet and marketplace. While the buffet was kinda pricey all of the food was delicious. On the other hand, the marketplace had lots of options but the prices were insane. For example, we had to buy a water bottle and it was $12…
The room itself was great. Could definitely use a renovation but was clean and comfy. We did have to ask for a bar of soap for the room which confused us a bit.
Upon check out, we wanted to walk around the city for a little while so we asked if we could leave our bags with the bellman. We were told yes, but that it would be $5 per bag…This was crazy as we had never had to do this before. The one bellman also looked over us as we were using the machine to pay for the bags, which was fine. It only became awkward when he explained that we could tip using our card but that they would prefer cash. 
Otherwise, the staff were very friendly and the location of the hotel was great.",2024-10-20,New York City,NY,United States
114,Pricey but Lovely Anniversary Trip,4,attractions,positive,"otherwise, the staff were very friendly and the location of the hotel was great.","My husband and I stayed over this past weekend for our 5 year-wedding anniversary. We’ve been staying at this hotel for years but hadn’t been back since the pandemic, so we were curious to see the changes.
We were pleasantly surprised with the updated lobby, new breakfast buffet and marketplace. While the buffet was kinda pricey all of the food was delicious. On the other hand, the marketplace had lots of options but the prices were insane. For example, we had to buy a water bottle and it was $12…
The room itself was great. Could definitely use a renovation but was clean and comfy. We did have to ask for a bar of soap for the room which confused us a bit.
Upon check out, we wanted to walk around the city for a little while so we asked if we could leave our bags with the bellman. We were told yes, but that it would be $5 per bag…This was crazy as we had never had to do this before. The one bellman also looked over us as we were using the machine to pay for the bags, which was fine. It only became awkward when he explained that we could tip using our card but that they would prefer cash. 
Otherwise, the staff were very friendly and the location of the hotel was great.",2024-10-20,New York City,NY,United States
115,A smile goes a long way!,5,service,positive,very friendly and service oriented staff.,"Very friendly and service oriented staff. The breakfast buffet was amazing and had a great variety of dishes. 
Gazi, Flakron and Francisco greeted my group and I with the biggest smiles in the dining room every morning. Very welcoming and friendly!",2024-10-20,New York City,NY,United States
115,A smile goes a long way!,5,food,positive,the breakfast buffet was amazing and had a great variety of dishes.,"Very friendly and service oriented staff. The breakfast buffet was amazing and had a great variety of dishes. 
Gazi, Flakron and Francisco greeted my group and I with the biggest smiles in the dining room every morning. Very welcoming and friendly!",2024-10-20,New York City,NY,United States
116,"9 days, eight night right in Times Square. Great location to get almost anywhere by subway, walking, or cab.",5,amenities,positive,"we had an amazing time, the hotel accommodations and amenities were  top-notch.","We stayed here for eight nights in October. We had an amazing time, the hotel accommodations and amenities were  top-notch. Special mention to our waiter at breakfast for the entire week, Flakron, he was a great person and we enjoyed him and his friendly service.",2024-10-16,New York City,NY,United States
116,"9 days, eight night right in Times Square. Great location to get almost anywhere by subway, walking, or cab.",5,food,positive,"special mention to our waiter at breakfast for the entire week, flakron, he was a great person and we enjoyed him and his friendly service.","We stayed here for eight nights in October. We had an amazing time, the hotel accommodations and amenities were  top-notch. Special mention to our waiter at breakfast for the entire week, Flakron, he was a great person and we enjoyed him and his friendly service.",2024-10-16,New York City,NY,United States
116,"9 days, eight night right in Times Square. Great location to get almost anywhere by subway, walking, or cab.",5,service,positive,"special mention to our waiter at breakfast for the entire week, flakron, he was a great person and we enjoyed him and his friendly service.","We stayed here for eight nights in October. We had an amazing time, the hotel accommodations and amenities were  top-notch. Special mention to our waiter at breakfast for the entire week, Flakron, he was a great person and we enjoyed him and his friendly service.",2024-10-16,New York City,NY,United States
117,PERFECT LOCATION FOR FAMILIES AND THE ROOMS ARE QUITE LARGE.,5,attractions,positive,perfect location and the rooms are quite large!,PERFECT LOCATION AND THE ROOMS ARE QUITE LARGE! We had the pleasure of staying at the Hilton Times Square to celebrate our son's 16th birthday. Perfect location and the staff was amazing. Big thank you to George at the Front Desk/Concierge for the yummy dining recommendations and genuine welcoming attitude and care while we were there. He is a keeper for sure! Gazi at the breakfast buffet always greeted us with a smile. Thank you for the amazing memories.,2024-10-16,New York City,NY,United States
117,PERFECT LOCATION FOR FAMILIES AND THE ROOMS ARE QUITE LARGE.,5,attractions,positive,perfect location and the staff was amazing.,PERFECT LOCATION AND THE ROOMS ARE QUITE LARGE! We had the pleasure of staying at the Hilton Times Square to celebrate our son's 16th birthday. Perfect location and the staff was amazing. Big thank you to George at the Front Desk/Concierge for the yummy dining recommendations and genuine welcoming attitude and care while we were there. He is a keeper for sure! Gazi at the breakfast buffet always greeted us with a smile. Thank you for the amazing memories.,2024-10-16,New York City,NY,United States
117,PERFECT LOCATION FOR FAMILIES AND THE ROOMS ARE QUITE LARGE.,5,service,positive,perfect location and the staff was amazing.,PERFECT LOCATION AND THE ROOMS ARE QUITE LARGE! We had the pleasure of staying at the Hilton Times Square to celebrate our son's 16th birthday. Perfect location and the staff was amazing. Big thank you to George at the Front Desk/Concierge for the yummy dining recommendations and genuine welcoming attitude and care while we were there. He is a keeper for sure! Gazi at the breakfast buffet always greeted us with a smile. Thank you for the amazing memories.,2024-10-16,New York City,NY,United States
119,AVERAGE HOTEL BUT GOOD LOCATION,3,cleanliness,positive,the rooms are very dated & not very clean.,"I was pretty disappointed when I first checked into the room. My expectation for Hilton hotels is high as the rooms are good when I stayed in other countries. 

It was an old hotel without much upgrading on its furnishing & the hotel building as it is located at a very prime & convenient location with many hotel guests staying here every day. I guess it is hard for the management to renovate the whole hotel building & replace new furnishings in the rooms. The rooms are very dated & not very clean. The hotel only provides towels. There are no amenities like toothbrush, toothpaste, disposable shower cap & shaver. There are also no cups in the toilet to put our toothbrush & toothpaste so I had to get the disposable cups in the pantry drawer to use for brushing my teeth. There is no bathroom slippers or bathrobes. The housekeeping also did not reset the safe box to ensure it can be used & I was unable to place some important items in the safe box. There was no USB outlet for charging phone so I had to use my travel adapter to plug in. 

There is no swimming pool in the hotel but they have a fitness / gym room which I never visit.

Luckily check in was fast for us as we arrived in the morning & not so crowded. The crowd will usually come in the afternoon & evening to check in & check out. We had to pay extra USD 20 per night to upgrade to an executive room at the higher floor as it was available during the morning & the room we booked in advance was only available for check in after 3pm. We were tired after flew in from Doha so we took up the offer.

The housekeeping is acceptable. The staffs generally are friendly & ok. 

But the location of the hotel is exceptionally good as it is walking distance to the subway & the port authority bus terminal where it is very convenient to buy the bus coach tickets to Woodbury Premium Outlet. Boarding & alighting at the same bus terminal makes our shopping very convenient. It is also near to all the theatres to watch plays & musicals. A lot of food places near the hotel. 

This is the hotel to stay if for location & have fun in Times Square.",2024-10-13,New York City,NY,United States
